sp50,0.0008,0.9976,0.7845,0.0363,0.001,1.0026,0.0002,0.05,0.0,0.3703
circ50,0.0008,0.9977,0.7943,0.0354,0.001,1.0028,0.0,0.0478,0.0,0.3357
ring50,0.0008,0.9964,0.755,0.0417,0.0014,0.9899,0.0,0.0662,0.0025,5.3053
cone50,0.5201,0.989,0.0185,0.0536,0.0172,1.0022,0.0004,1.4945,0.0521,0.4667
clust50,0.0007,0.9643,0.0003,0.5503,0.2655,0.7458,0.0061,18.5039,0.7538,160.3722
clust_ue50,0.0076,0.9664,0.0003,0.5506,0.2637,0.7457,0.8468,18.5039,0.8012,160.4552
clust_s50,0.0023,0.836,0.0021,0.6558,0.2398,0.7188,0.0078,18.5038,22.5188,177.198
