sp10,0.001,0.9905,0.821,0.0323,0.0011,0.9994,0.0,0.0086,0.0003,0.8082
circ10,0.0008,0.9916,0.838,0.0307,0.0012,0.9981,0.0,0.0078,0.0003,0.8837
ring10,0.0008,0.9881,0.7991,0.0381,0.0013,0.9950,0.0924,0.0122,0.0027,1.0005
cone10,0.5728,0.9471,0.0807,0.1155,0.0603,0.9939,0.0008,0.7479,0.0735,1.192
clust10,0.0004,0.8857,0.0126,0.4987,0.1983,0.8505,0.0508,3.55,0.615,14.1981
clust_ue10,0.0183,0.8972,0.0134,0.5067,0.199,0.8495,0.0896,3.6196,0.8154,13.9207
clust_s10,0.0108,0.8251,0.007,0.5792,0.2401,0.8111,0.0516,4.351,0.6748,17.5756
