sp100,0.0007,0.9988,0.7889,0.0353,0.0009,1.0023,0.0001,0.0945,0.0,0.2558
circ100,0.0007,0.9988,0.7845,0.0361,0.001,1.0024,0.0,0.0985,0.0,0.2532
ring100,0.0007,0.9982,0.7542,0.0422,0.0014,0.9887,0.0,0.1344,0.0019,13.2125
cone100,0.5119,0.9944,0.009,0.0458,0.0097,1.0022,0.0001,1.8939,0.0295,0.2853
clust100,0.0007,0.9822,0.0001,0.5394,0.2624,0.7135,0.0078,18.4996,0.62,394.5467
clust_ue100,0.0043,0.9819,0.0001,0.5397,0.2574,0.7134,0.8491,18.4996,0.6333,394.7038
clust_s100,0.0012,0.8326,0.0007,0.6746,0.2386,0.6882,0.0067,18.4996,20.581,429.2692
